date,currency,usd_rate,volatility
2026-02-13,SAR,3.7765,Low
2026-02-14,SAR,3.7758,Low
2026-02-15,SAR,3.7741,Low
2026-02-16,SAR,3.7768,Low
2026-02-17,SAR,3.7804,Low
2026-02-18,SAR,3.7807,Low
2026-02-19,SAR,3.7863,Low
2026-02-20,SAR,3.782,Low
2026-02-21,SAR,3.7812,Low
2026-02-22,SAR,3.7785,Low
2026-02-23,SAR,3.7715,Low
2026-02-24,SAR,3.7712,Low
2026-02-25,SAR,3.7707,Low
2026-02-26,SAR,3.7764,Low
2026-02-27,SAR,3.7788,Low
2026-02-28,SAR,3.7749,Low
2026-03-01,SAR,3.7819,Low
2026-03-02,SAR,3.7865,Low
2026-03-03,SAR,3.7887,Low
2026-03-04,SAR,3.7879,Low
2026-03-05,SAR,3.7842,Low
2026-03-06,SAR,3.7828,Low
2026-03-07,SAR,3.787,Low
2026-03-08,SAR,3.7941,Low
2026-03-09,SAR,3.8,Low
2026-03-10,SAR,3.7981,Low
2026-03-11,SAR,3.7938,Low
2026-03-12,SAR,3.7944,Low
2026-03-13,SAR,3.7877,Low
2026-03-14,SAR,3.7889,Low
2026-03-15,SAR,3.7883,Low
2026-03-16,SAR,3.7866,Low
2026-03-17,SAR,3.7805,Low
2026-03-18,SAR,3.7825,Low
2026-03-19,SAR,3.7805,Low
2026-03-20,SAR,3.776,Low
2026-03-21,SAR,3.7652,Low
2026-03-22,SAR,3.7651,Low
2026-03-23,SAR,3.7718,Low
2026-03-24,SAR,3.778,Low
2026-03-25,SAR,3.7763,Low
2026-03-26,SAR,3.774,Low
2026-03-27,SAR,3.7758,Low
2026-03-28,SAR,3.772,Low
2026-03-29,SAR,3.7732,Low
2026-03-30,SAR,3.776,Low
2026-03-31,SAR,3.7807,Low
2026-04-01,SAR,3.7803,Low
2026-04-02,SAR,3.7795,Low
2026-04-03,SAR,3.7762,Low
2026-04-04,SAR,3.7731,Low
2026-04-05,SAR,3.7722,Low
2026-04-06,SAR,3.7736,Low
2026-04-07,SAR,3.7771,Low
2026-04-08,SAR,3.774,Low
2026-04-09,SAR,3.7797,Low
2026-04-10,SAR,3.7786,Low
2026-04-11,SAR,3.7786,Low
2026-04-12,SAR,3.7757,Low
2026-04-13,SAR,3.7666,Low
2026-04-14,SAR,3.7699,Low
2026-04-15,SAR,3.7727,Low
2026-04-16,SAR,3.7716,Low
2026-04-17,SAR,3.7719,Low
2026-04-18,SAR,3.7738,Low
2026-04-19,SAR,3.7679,Low
2026-04-20,SAR,3.7659,Low
2026-04-21,SAR,3.7689,Low
2026-04-22,SAR,3.7642,Low
2026-04-23,SAR,3.7653,Low
2026-04-24,SAR,3.7602,Low
2026-04-25,SAR,3.762,Low
2026-04-26,SAR,3.7618,Low
2026-04-27,SAR,3.7557,Low
2026-04-28,SAR,3.7601,Low
2026-04-29,SAR,3.7574,Low
2026-04-30,SAR,3.7543,Low
2026-05-01,SAR,3.7551,Low
2026-05-02,SAR,3.7594,Low
2026-05-03,SAR,3.7556,Low
2026-05-04,SAR,3.7558,Low
2026-05-05,SAR,3.7574,Low
2026-05-06,SAR,3.76,Low
2026-05-07,SAR,3.7607,Low
2026-05-08,SAR,3.7593,Low
2026-05-09,SAR,3.7562,Low
2026-05-10,SAR,3.7565,Low
2026-05-11,SAR,3.7525,Low
2026-05-12,SAR,3.7415,Low
2026-05-13,SAR,3.7431,Low
2026-05-14,SAR,3.7465,Low
2026-05-15,SAR,3.7377,Low
2026-05-16,SAR,3.7339,Low
2026-05-17,SAR,3.7362,Low
2026-05-18,SAR,3.7439,Low
2026-05-19,SAR,3.744,Low
2026-05-20,SAR,3.7413,Low
2026-05-21,SAR,3.7406,Low
2026-05-22,SAR,3.7457,Low
2026-05-23,SAR,3.7433,Low
2026-05-24,SAR,3.7403,Low
2026-05-25,SAR,3.7385,Low
2026-05-26,SAR,3.7349,Low
2026-05-27,SAR,3.7354,Low
2026-05-28,SAR,3.7415,Low
2026-05-29,SAR,3.7427,Low
2026-05-30,SAR,3.7417,Low
2026-05-31,SAR,3.7406,Low
2026-06-01,SAR,3.7348,Low
2026-06-02,SAR,3.7381,Low
2026-06-03,SAR,3.7378,Low
2026-06-04,SAR,3.7371,Low
2026-06-05,SAR,3.7491,Low
2026-06-06,SAR,3.7502,Low
2026-06-07,SAR,3.7474,Low
2026-06-08,SAR,3.7458,Low
2026-06-09,SAR,3.7501,Low
2026-06-10,SAR,3.7505,Low
2026-06-11,SAR,3.7451,Low
2026-06-12,SAR,3.7485,Low
2026-06-13,SAR,3.746,Low
2026-06-14,SAR,3.753,Low
2026-06-15,SAR,3.7571,Low
2026-06-16,SAR,3.7554,Low
2026-06-17,SAR,3.7602,Low
2026-06-18,SAR,3.7605,Low
2026-06-19,SAR,3.7637,Low
2026-06-20,SAR,3.7655,Low
2026-06-21,SAR,3.7623,Low
2026-06-22,SAR,3.7599,Low
2026-06-23,SAR,3.7638,Low
2026-06-24,SAR,3.7625,Low
2026-06-25,SAR,3.761,Low
2026-06-26,SAR,3.7574,Low
2026-06-27,SAR,3.759,Low
2026-06-28,SAR,3.7667,Low
2026-06-29,SAR,3.7627,Low
2026-06-30,SAR,3.7628,Low
2026-07-01,SAR,3.7681,Low
2026-07-02,SAR,3.7678,Low
2026-07-03,SAR,3.7695,Low
2026-07-04,SAR,3.7655,Low
2026-07-05,SAR,3.7671,Low
2026-07-06,SAR,3.7664,Low
2026-07-07,SAR,3.7702,Low
2026-07-08,SAR,3.7746,Low
2026-07-09,SAR,3.7844,Low
2026-07-10,SAR,3.7866,Low
2026-07-11,SAR,3.7878,Low
2026-07-12,SAR,3.7886,Low
2026-07-13,SAR,3.7872,Low
2026-07-14,SAR,3.7885,Low
2026-07-15,SAR,3.7874,Low
2026-07-16,SAR,3.788,Low
2026-07-17,SAR,3.793,Low
2026-07-18,SAR,3.7892,Low
2026-07-19,SAR,3.7935,Low
2026-07-20,SAR,3.7985,Low
2026-07-21,SAR,3.7981,Low
2026-07-22,SAR,3.79,Low
2026-07-23,SAR,3.7877,Low
2026-07-24,SAR,3.7926,Low
2026-07-25,SAR,3.7925,Low
2026-07-26,SAR,3.7887,Low
2026-07-27,SAR,3.7868,Low
2026-07-28,SAR,3.79,Low
2026-07-29,SAR,3.7921,Low
2026-07-30,SAR,3.7912,Low
2026-07-31,SAR,3.7898,Low
2026-08-01,SAR,3.7883,Low
2026-08-02,SAR,3.7848,Low
2026-08-03,SAR,3.7909,Low
2026-08-04,SAR,3.7897,Low
2026-08-05,SAR,3.7943,Low
2026-08-06,SAR,3.8001,Low
2026-08-07,SAR,3.8039,Low
2026-08-08,SAR,3.8022,Low
2026-08-09,SAR,3.8038,Low
2026-08-10,SAR,3.8037,Low
2026-08-11,SAR,3.8002,Low
2026-08-12,SAR,3.8015,Low
2026-08-13,SAR,3.797,Low
2026-08-14,SAR,3.8015,Low
2026-08-15,SAR,3.7997,Low
2026-08-16,SAR,3.8005,Low
2026-08-17,SAR,3.8016,Low
2026-08-18,SAR,3.8006,Low
2026-08-19,SAR,3.8028,Low
2026-08-20,SAR,3.801,Low
2026-08-21,SAR,3.8043,Low
2026-08-22,SAR,3.7992,Low
2026-08-23,SAR,3.7997,Low
2026-08-24,SAR,3.8071,Low
2026-08-25,SAR,3.8033,Low
2026-08-26,SAR,3.8007,Low
2026-08-27,SAR,3.8026,Low
2026-08-28,SAR,3.8033,Low
2026-08-29,SAR,3.8046,Low
2026-08-30,SAR,3.8065,Low
2026-08-31,SAR,3.8089,Low
2026-09-01,SAR,3.8131,Low
2026-09-02,SAR,3.8147,Low
2026-09-03,SAR,3.8138,Low
2026-09-04,SAR,3.8164,Low
2026-09-05,SAR,3.8236,Low
2026-09-06,SAR,3.8231,Low
2026-09-07,SAR,3.8194,Low
2026-09-08,SAR,3.8236,Low
2026-09-09,SAR,3.8231,Low
2026-09-10,SAR,3.8148,Low
2026-09-11,SAR,3.8181,Low
2026-09-12,SAR,3.816,Low
2026-09-13,SAR,3.8157,Low
2026-09-14,SAR,3.8169,Low
2026-09-15,SAR,3.8177,Low
2026-09-16,SAR,3.8204,Low
2026-09-17,SAR,3.8187,Low
2026-09-18,SAR,3.8207,Low
2026-09-19,SAR,3.8197,Low
2026-09-20,SAR,3.8225,Low
2026-09-21,SAR,3.8249,Low
2026-09-22,SAR,3.8213,Low
2026-09-23,SAR,3.8254,Low
2026-09-24,SAR,3.8234,Low
2026-09-25,SAR,3.8265,Low
2026-09-26,SAR,3.8279,Low
2026-09-27,SAR,3.8349,Low
2026-09-28,SAR,3.8341,Low
2026-09-29,SAR,3.8327,Low
2026-09-30,SAR,3.8326,Low
2026-10-01,SAR,3.8315,Low
2026-10-02,SAR,3.8345,Low
2026-10-03,SAR,3.8283,Low
2026-10-04,SAR,3.8243,Low
2026-10-05,SAR,3.8202,Low
2026-10-06,SAR,3.8239,Low
2026-10-07,SAR,3.8304,Low
2026-10-08,SAR,3.83,Low
2026-10-09,SAR,3.8294,Low
2026-10-10,SAR,3.8296,Low
2026-10-11,SAR,3.8341,Low
2026-10-12,SAR,3.8305,Low
2026-10-13,SAR,3.8314,Low
2026-10-14,SAR,3.8352,Low
2026-10-15,SAR,3.8371,Low
2026-10-16,SAR,3.8378,Low
2026-10-17,SAR,3.8417,Low
2026-10-18,SAR,3.8313,Low
2026-10-19,SAR,3.8339,Low
2026-10-20,SAR,3.8314,Low
2026-10-21,SAR,3.8243,Low
2026-10-22,SAR,3.8263,Low
2026-10-23,SAR,3.8316,Low
2026-10-24,SAR,3.831,Low
2026-10-25,SAR,3.8347,Low
2026-10-26,SAR,3.8409,Low
2026-10-27,SAR,3.8459,Low
2026-10-28,SAR,3.8522,Low
2026-10-29,SAR,3.8551,Low
2026-10-30,SAR,3.8554,Low
2026-10-31,SAR,3.8492,Low
2026-11-01,SAR,3.8482,Low
2026-11-02,SAR,3.845,Low
2026-11-03,SAR,3.8533,Low
2026-11-04,SAR,3.8527,Low
2026-11-05,SAR,3.8531,Low
2026-11-06,SAR,3.8553,Low
2026-11-07,SAR,3.8554,Low
2026-11-08,SAR,3.862,Low
2026-11-09,SAR,3.8596,Low
2026-11-10,SAR,3.8603,Low
2026-11-11,SAR,3.8575,Low
2026-11-12,SAR,3.8524,Low
2026-11-13,SAR,3.85,Low
2026-11-14,SAR,3.8499,Low
2026-11-15,SAR,3.8482,Low
2026-11-16,SAR,3.8455,Low
2026-11-17,SAR,3.8401,Low
2026-11-18,SAR,3.8398,Low
2026-11-19,SAR,3.834,Low
2026-11-20,SAR,3.837,Low
2026-11-21,SAR,3.8373,Low
2026-11-22,SAR,3.8317,Low
2026-11-23,SAR,3.8305,Low
2026-11-24,SAR,3.8276,Low
2026-11-25,SAR,3.8288,Low
2026-11-26,SAR,3.834,Low
2026-11-27,SAR,3.8268,Low
2026-11-28,SAR,3.8272,Low
2026-11-29,SAR,3.8266,Low
2026-11-30,SAR,3.8292,Low
2026-12-01,SAR,3.83,Low
2026-12-02,SAR,3.8271,Low
2026-12-03,SAR,3.8259,Low
2026-12-04,SAR,3.8228,Low
2026-12-05,SAR,3.827,Low
2026-12-06,SAR,3.827,Low
2026-12-07,SAR,3.8343,Low
2026-12-08,SAR,3.8341,Low
2026-12-09,SAR,3.8314,Low
2026-12-10,SAR,3.8256,Low
2026-12-11,SAR,3.8187,Low
2026-12-12,SAR,3.8126,Low
2026-12-13,SAR,3.8136,Low
2026-12-14,SAR,3.8156,Low
2026-12-15,SAR,3.8095,Low
2026-12-16,SAR,3.813,Low
2026-12-17,SAR,3.8111,Low
2026-12-18,SAR,3.8117,Low
2026-12-19,SAR,3.8178,Low
2026-12-20,SAR,3.8212,Low
2026-12-21,SAR,3.8202,Low
2026-12-22,SAR,3.8168,Low
2026-12-23,SAR,3.8086,Low
2026-12-24,SAR,3.8059,Low
2026-12-25,SAR,3.8051,Low
2026-12-26,SAR,3.8013,Low
2026-12-27,SAR,3.8008,Low
2026-12-28,SAR,3.8011,Low
2026-12-29,SAR,3.8002,Low
2026-12-30,SAR,3.7978,Low
2026-12-31,SAR,3.7984,Low
2026-01-01,QAR,3.6416,Low
2026-01-02,QAR,3.6376,Low
2026-01-03,QAR,3.6428,Low
2026-01-04,QAR,3.6424,Low
2026-01-05,QAR,3.6425,Low
2026-01-06,QAR,3.6451,Low
2026-01-07,QAR,3.6459,Low
2026-01-08,QAR,3.6494,Low
2026-01-09,QAR,3.6504,Low
2026-01-10,QAR,3.6482,Low
2026-01-11,QAR,3.6495,Low
2026-01-12,QAR,3.6453,Low
2026-01-13,QAR,3.6457,Low
2026-01-14,QAR,3.6456,Low
2026-01-15,QAR,3.6449,Low
2026-01-16,QAR,3.6444,Low
2026-01-17,QAR,3.6375,Low
2026-01-18,QAR,3.6355,Low
2026-01-19,QAR,3.6359,Low
2026-01-20,QAR,3.6365,Low
2026-01-21,QAR,3.6327,Low
2026-01-22,QAR,3.6373,Low
2026-01-23,QAR,3.6342,Low
2026-01-24,QAR,3.6377,Low
2026-01-25,QAR,3.6392,Low
2026-01-26,QAR,3.6369,Low
2026-01-27,QAR,3.6433,Low
2026-01-28,QAR,3.639,Low
2026-01-29,QAR,3.6423,Low
2026-01-30,QAR,3.646,Low
2026-01-31,QAR,3.6435,Low
2026-02-01,QAR,3.6486,Low
2026-02-02,QAR,3.6477,Low
2026-02-03,QAR,3.6488,Low
2026-02-04,QAR,3.6497,Low
2026-02-05,QAR,3.6492,Low
2026-02-06,QAR,3.6522,Low
2026-02-07,QAR,3.6551,Low
2026-02-08,QAR,3.6487,Low
2026-02-09,QAR,3.6534,Low
2026-02-10,QAR,3.6474,Low
2026-02-11,QAR,3.6511,Low
2026-02-12,QAR,3.6552,Low
2026-02-13,QAR,3.6513,Low
2026-02-14,QAR,3.6498,Low
2026-02-15,QAR,3.6457,Low
2026-02-16,QAR,3.6449,Low
2026-02-17,QAR,3.6438,Low
2026-02-18,QAR,3.6467,Low
2026-02-19,QAR,3.6514,Low
2026-02-20,QAR,3.6565,Low
2026-02-21,QAR,3.6545,Low
2026-02-22,QAR,3.6537,Low
2026-02-23,QAR,3.6476,Low
2026-02-24,QAR,3.6446,Low
2026-02-25,QAR,3.6481,Low
2026-02-26,QAR,3.654,Low
2026-02-27,QAR,3.6495,Low
2026-02-28,QAR,3.6474,Low
2026-03-01,QAR,3.6473,Low
2026-03-02,QAR,3.6483,Low
2026-03-03,QAR,3.6453,Low
2026-03-04,QAR,3.6469,Low
2026-03-05,QAR,3.6451,Low
2026-03-06,QAR,3.6451,Low
2026-03-07,QAR,3.6471,Low
2026-03-08,QAR,3.6471,Low
2026-03-09,QAR,3.6455,Low
2026-03-10,QAR,3.6451,Low
2026-03-11,QAR,3.6448,Low
2026-03-12,QAR,3.6434,Low
2026-03-13,QAR,3.6425,Low
2026-03-14,QAR,3.6483,Low
2026-03-15,QAR,3.6504,Low
2026-03-16,QAR,3.6493,Low
2026-03-17,QAR,3.6518,Low
2026-03-18,QAR,3.6506,Low
2026-03-19,QAR,3.6549,Low
2026-03-20,QAR,3.6563,Low
2026-03-21,QAR,3.6559,Low
2026-03-22,QAR,3.6575,Low
2026-03-23,QAR,3.6518,Low
2026-03-24,QAR,3.6476,Low
2026-03-25,QAR,3.6433,Low
2026-03-26,QAR,3.6438,Low
2026-03-27,QAR,3.6501,Low
2026-03-28,QAR,3.6583,Low
2026-03-29,QAR,3.6606,Low
2026-03-30,QAR,3.6624,Low
2026-03-31,QAR,3.6558,Low
2026-04-01,QAR,3.6538,Low
2026-04-02,QAR,3.651,Low
2026-04-03,QAR,3.6487,Low
2026-04-04,QAR,3.6481,Low
2026-04-05,QAR,3.6464,Low
2026-04-06,QAR,3.6392,Low
2026-04-07,QAR,3.6419,Low
2026-04-08,QAR,3.638,Low
2026-04-09,QAR,3.6388,Low
2026-04-10,QAR,3.6464,Low
2026-04-11,QAR,3.643,Low
2026-04-12,QAR,3.6338,Low
2026-04-13,QAR,3.6328,Low
2026-04-14,QAR,3.6368,Low
2026-04-15,QAR,3.6439,Low
2026-04-16,QAR,3.6394,Low
2026-04-17,QAR,3.6412,Low
2026-04-18,QAR,3.6395,Low
2026-04-19,QAR,3.6391,Low
2026-04-20,QAR,3.6488,Low
2026-04-21,QAR,3.6433,Low
2026-04-22,QAR,3.6442,Low
2026-04-23,QAR,3.6459,Low
2026-04-24,QAR,3.6499,Low
2026-04-25,QAR,3.6502,Low
2026-04-26,QAR,3.6514,Low
2026-04-27,QAR,3.6499,Low
2026-04-28,QAR,3.6509,Low
2026-04-29,QAR,3.6497,Low
2026-04-30,QAR,3.6519,Low
2026-05-01,QAR,3.6506,Low
2026-05-02,QAR,3.6519,Low
2026-05-03,QAR,3.6518,Low
2026-05-04,QAR,3.656,Low
2026-05-05,QAR,3.6558,Low
2026-05-06,QAR,3.6493,Low
2026-05-07,QAR,3.6539,Low
2026-05-08,QAR,3.6506,Low
2026-05-09,QAR,3.6482,Low
2026-05-10,QAR,3.646,Low
2026-05-11,QAR,3.651,Low
2026-05-12,QAR,3.6432,Low
2026-05-13,QAR,3.6547,Low
2026-05-14,QAR,3.6585,Low
2026-05-15,QAR,3.6593,Low
2026-05-16,QAR,3.6591,Low
2026-05-17,QAR,3.6602,Low
2026-05-18,QAR,3.6621,Low
2026-05-19,QAR,3.6645,Low
2026-05-20,QAR,3.6665,Low
2026-05-21,QAR,3.6668,Low
2026-05-22,QAR,3.6661,Low
2026-05-23,QAR,3.6655,Low
2026-05-24,QAR,3.6648,Low
2026-05-25,QAR,3.669,Low
2026-05-26,QAR,3.6712,Low
2026-05-27,QAR,3.6604,Low
2026-05-28,QAR,3.6628,Low
2026-05-29,QAR,3.6635,Low
2026-05-30,QAR,3.6634,Low
2026-05-31,QAR,3.662,Low
2026-06-01,QAR,3.6661,Low
2026-06-02,QAR,3.6696,Low
2026-06-03,QAR,3.6667,Low
2026-06-04,QAR,3.6682,Low
2026-06-05,QAR,3.6647,Low
2026-06-06,QAR,3.6596,Low
2026-06-07,QAR,3.6573,Low
2026-06-08,QAR,3.6605,Low
2026-06-09,QAR,3.664,Low
2026-06-10,QAR,3.6658,Low
2026-06-11,QAR,3.6685,Low
2026-06-12,QAR,3.6704,Low
2026-06-13,QAR,3.668,Low
2026-06-14,QAR,3.6696,Low
2026-06-15,QAR,3.6726,Low
2026-06-16,QAR,3.6753,Low
2026-06-17,QAR,3.6797,Low
2026-06-18,QAR,3.6823,Low
2026-06-19,QAR,3.6836,Low
2026-06-20,QAR,3.6875,Low
2026-06-21,QAR,3.6874,Low
2026-06-22,QAR,3.6842,Low
2026-06-23,QAR,3.6836,Low
2026-06-24,QAR,3.6808,Low
2026-06-25,QAR,3.6784,Low
2026-06-26,QAR,3.6778,Low
2026-06-27,QAR,3.6749,Low
2026-06-28,QAR,3.6738,Low
2026-06-29,QAR,3.6668,Low
2026-06-30,QAR,3.6676,Low
2026-07-01,QAR,3.6676,Low
2026-07-02,QAR,3.6646,Low
2026-07-03,QAR,3.667,Low
2026-07-04,QAR,3.6705,Low
2026-07-05,QAR,3.6646,Low
2026-07-06,QAR,3.6618,Low
2026-07-07,QAR,3.659,Low
2026-07-08,QAR,3.6555,Low
2026-07-09,QAR,3.6586,Low
2026-07-10,QAR,3.6578,Low
2026-07-11,QAR,3.6569,Low
2026-07-12,QAR,3.6495,Low
2026-07-13,QAR,3.6519,Low
2026-07-14,QAR,3.6473,Low
2026-07-15,QAR,3.6476,Low
2026-07-16,QAR,3.6486,Low
2026-07-17,QAR,3.6535,Low
2026-07-18,QAR,3.6488,Low
2026-07-19,QAR,3.6377,Low
2026-07-20,QAR,3.6384,Low
2026-07-21,QAR,3.645,Low
2026-07-22,QAR,3.6495,Low
2026-07-23,QAR,3.6502,Low
2026-07-24,QAR,3.6484,Low
2026-07-25,QAR,3.6514,Low
2026-07-26,QAR,3.6478,Low
2026-07-27,QAR,3.6496,Low
2026-07-28,QAR,3.6514,Low
2026-07-29,QAR,3.6553,Low
2026-07-30,QAR,3.6654,Low
2026-07-31,QAR,3.6668,Low
2026-08-01,QAR,3.6649,Low
2026-08-02,QAR,3.6649,Low
2026-08-03,QAR,3.6584,Low
2026-08-04,QAR,3.6558,Low
2026-08-05,QAR,3.6543,Low
2026-08-06,QAR,3.6524,Low
2026-08-07,QAR,3.653,Low
2026-08-08,QAR,3.65,Low
2026-08-09,QAR,3.6541,Low
2026-08-10,QAR,3.6541,Low
2026-08-11,QAR,3.654,Low
2026-08-12,QAR,3.6528,Low
2026-08-13,QAR,3.6534,Low
2026-08-14,QAR,3.6564,Low
2026-08-15,QAR,3.6532,Low
2026-08-16,QAR,3.6508,Low
2026-08-17,QAR,3.6497,Low
2026-08-18,QAR,3.6448,Low
2026-08-19,QAR,3.6418,Low
2026-08-20,QAR,3.6401,Low
2026-08-21,QAR,3.6433,Low
2026-08-22,QAR,3.6442,Low
2026-08-23,QAR,3.6449,Low
2026-08-24,QAR,3.648,Low
2026-08-25,QAR,3.6475,Low
2026-08-26,QAR,3.649,Low
2026-08-27,QAR,3.6486,Low
2026-08-28,QAR,3.6496,Low
2026-08-29,QAR,3.6474,Low
2026-08-30,QAR,3.6385,Low
2026-08-31,QAR,3.638,Low
2026-09-01,QAR,3.6432,Low
2026-09-02,QAR,3.6466,Low
2026-09-03,QAR,3.6501,Low
2026-09-04,QAR,3.6546,Low
2026-09-05,QAR,3.655,Low
2026-09-06,QAR,3.6557,Low
2026-09-07,QAR,3.6534,Low
2026-09-08,QAR,3.6523,Low
2026-09-09,QAR,3.6545,Low
2026-09-10,QAR,3.6589,Low
2026-09-11,QAR,3.6584,Low
2026-09-12,QAR,3.6568,Low
2026-09-13,QAR,3.6568,Low
2026-09-14,QAR,3.659,Low
2026-09-15,QAR,3.6537,Low
2026-09-16,QAR,3.6453,Low
2026-09-17,QAR,3.6433,Low
2026-09-18,QAR,3.6388,Low
2026-09-19,QAR,3.637,Low
2026-09-20,QAR,3.6364,Low
2026-09-21,QAR,3.6348,Low
2026-09-22,QAR,3.6401,Low
2026-09-23,QAR,3.6413,Low
2026-09-24,QAR,3.6424,Low
2026-09-25,QAR,3.6446,Low
2026-09-26,QAR,3.6405,Low
2026-09-27,QAR,3.6443,Low
2026-09-28,QAR,3.644,Low
2026-09-29,QAR,3.6464,Low
2026-09-30,QAR,3.6425,Low
2026-10-01,QAR,3.6369,Low
2026-10-02,QAR,3.6398,Low
2026-10-03,QAR,3.6412,Low
2026-10-04,QAR,3.6379,Low
2026-10-05,QAR,3.6347,Low
2026-10-06,QAR,3.6388,Low
2026-10-07,QAR,3.6345,Low
2026-10-08,QAR,3.6405,Low
2026-10-09,QAR,3.6372,Low
2026-10-10,QAR,3.6395,Low
2026-10-11,QAR,3.6383,Low
2026-10-12,QAR,3.6405,Low
2026-10-13,QAR,3.6385,Low
2026-10-14,QAR,3.638,Low
2026-10-15,QAR,3.6381,Low
2026-10-16,QAR,3.6345,Low
2026-10-17,QAR,3.6371,Low
2026-10-18,QAR,3.6353,Low
2026-10-19,QAR,3.6344,Low
2026-10-20,QAR,3.6308,Low
2026-10-21,QAR,3.6215,Low
2026-10-22,QAR,3.6208,Low
2026-10-23,QAR,3.6296,Low
2026-10-24,QAR,3.6324,Low
2026-10-25,QAR,3.6324,Low
2026-10-26,QAR,3.6314,Low
2026-10-27,QAR,3.6315,Low
2026-10-28,QAR,3.6335,Low
2026-10-29,QAR,3.6292,Low
2026-10-30,QAR,3.6332,Low
2026-10-31,QAR,3.6358,Low
2026-11-01,QAR,3.6384,Low
2026-11-02,QAR,3.64,Low
2026-11-03,QAR,3.6401,Low
2026-11-04,QAR,3.6425,Low
2026-11-05,QAR,3.6447,Low
2026-11-06,QAR,3.6434,Low
2026-11-07,QAR,3.6413,Low
2026-11-08,QAR,3.6417,Low
2026-11-09,QAR,3.6473,Low
2026-11-10,QAR,3.6428,Low
2026-11-11,QAR,3.6375,Low
2026-11-12,QAR,3.6381,Low
2026-11-13,QAR,3.6383,Low
2026-11-14,QAR,3.6389,Low
2026-11-15,QAR,3.6398,Low
2026-11-16,QAR,3.639,Low
2026-11-17,QAR,3.6444,Low
2026-11-18,QAR,3.6385,Low
2026-11-19,QAR,3.6355,Low
2026-11-20,QAR,3.6352,Low
2026-11-21,QAR,3.6292,Low
2026-11-22,QAR,3.6285,Low
2026-11-23,QAR,3.6346,Low
2026-11-24,QAR,3.6346,Low
2026-11-25,QAR,3.6355,Low
2026-11-26,QAR,3.6309,Low
2026-11-27,QAR,3.6287,Low
2026-11-28,QAR,3.6273,Low
2026-11-29,QAR,3.6262,Low
2026-11-30,QAR,3.6308,Low
2026-12-01,QAR,3.6328,Low
2026-12-02,QAR,3.6288,Low
2026-12-03,QAR,3.6297,Low
2026-12-04,QAR,3.6315,Low
2026-12-05,QAR,3.6356,Low
2026-12-06,QAR,3.6414,Low
2026-12-07,QAR,3.6377,Low
2026-12-08,QAR,3.6347,Low
2026-12-09,QAR,3.6302,Low
2026-12-10,QAR,3.6293,Low
2026-12-11,QAR,3.631,Low
2026-12-12,QAR,3.6346,Low
2026-12-13,QAR,3.6343,Low
2026-12-14,QAR,3.6332,Low
2026-12-15,QAR,3.6337,Low
2026-12-16,QAR,3.6307,Low
2026-12-17,QAR,3.6383,Low
2026-12-18,QAR,3.6324,Low
2026-12-19,QAR,3.6331,Low
2026-12-20,QAR,3.6404,Low
2026-12-21,QAR,3.6405,Low
2026-12-22,QAR,3.6398,Low
2026-12-23,QAR,3.6385,Low
2026-12-24,QAR,3.6378,Low
2026-12-25,QAR,3.6428,Low
2026-12-26,QAR,3.6347,Low
2026-12-27,QAR,3.6403,Low
2026-12-28,QAR,3.6351,Low
2026-12-29,QAR,3.6342,Low
2026-12-30,QAR,3.6326,Low
2026-12-31,QAR,3.6347,Low
2026-01-01,SGD,1.3457,Low
2026-01-02,SGD,1.3469,Low
2026-01-03,SGD,1.3524,Low
2026-01-04,SGD,1.3487,Low
2026-01-05,SGD,1.3492,Low
2026-01-06,SGD,1.3474,Low
2026-01-07,SGD,1.3486,Low
2026-01-08,SGD,1.3486,Low
2026-01-09,SGD,1.3469,Low
2026-01-10,SGD,1.3482,Low
2026-01-11,SGD,1.3531,Low
2026-01-12,SGD,1.3526,Low
2026-01-13,SGD,1.3545,Low
2026-01-14,SGD,1.351,Low
2026-01-15,SGD,1.3484,Low
2026-01-16,SGD,1.3497,Low
2026-01-17,SGD,1.3537,Low
2026-01-18,SGD,1.3547,Low
2026-01-19,SGD,1.3538,Low
2026-01-20,SGD,1.3538,Low
2026-01-21,SGD,1.3504,Low
2026-01-22,SGD,1.3521,Low
2026-01-23,SGD,1.3544,Low
2026-01-24,SGD,1.3532,Low
2026-01-25,SGD,1.3519,Low
2026-01-26,SGD,1.3527,Low
2026-01-27,SGD,1.3515,Low
2026-01-28,SGD,1.3513,Low
2026-01-29,SGD,1.357,Low
2026-01-30,SGD,1.3563,Low
2026-01-31,SGD,1.3553,Low
2026-02-01,SGD,1.3536,Low
2026-02-02,SGD,1.3556,Low
2026-02-03,SGD,1.3551,Low
2026-02-04,SGD,1.3533,Low
2026-02-05,SGD,1.3569,Low
2026-02-06,SGD,1.3608,Low
2026-02-07,SGD,1.3591,Low
2026-02-08,SGD,1.3541,Low
2026-02-09,SGD,1.3568,Low
2026-02-10,SGD,1.3549,Low
2026-02-11,SGD,1.3571,Low
2026-02-12,SGD,1.3517,Low
2026-02-13,SGD,1.3541,Low
2026-02-14,SGD,1.3509,Low
2026-02-15,SGD,1.3528,Low
2026-02-16,SGD,1.3529,Low
2026-02-17,SGD,1.3503,Low
2026-02-18,SGD,1.3492,Low
2026-02-19,SGD,1.351,Low
2026-02-20,SGD,1.3513,Low
2026-02-21,SGD,1.3529,Low
